,1,2,3,4,5,6,7,8,9,10
1,1.000647799437264,-0.003050479109657675,0.010033223999069715,-0.010759689407917992,-0.005036503238541386,-0.012030350489587586,0.9982016245116241,0.013676531571414132,0.011829181295523612,-0.009365990859034022
2,-0.003050479109657675,1.0090213488740676,0.008613816543820527,0.0073344775819049685,-0.009492687711290478,0.011752478093157473,-0.009420720097057586,0.002760281595607777,0.010112515048084853,1.0133348491097782
3,0.010033223999069715,0.008613816543820527,1.0007393631770174,-0.0006378852899227146,0.0017832925114603345,0.00019751963098315134,0.006385368264678677,1.0008783868538775,1.0050275961662125,0.007997934904081586
4,-0.010759689407917992,0.0073344775819049685,-0.0006378852899227146,1.0118547250969094,0.005759976487896913,1.0133984224970167,-0.011912269363501184,-0.0059359674097020495,0.004600297870589907,0.009621670361282033
5,-0.005036503238541386,-0.009492687711290478,0.0017832925114603345,0.005759976487896913,1.005835877857059,0.009583027294989777,-0.009643250270701153,0.004514841221792465,0.005092945178605784,-0.007942769743789217
6,-0.012030350489587586,0.011752478093157473,0.00019751963098315134,1.0133984224970167,0.009583027294989777,1.0768417716939125,-0.013883677702501639,-0.005065781630321165,0.005301048930299035,0.013225071178930457
7,0.9982016245116241,-0.009420720097057586,0.006385368264678677,-0.011912269363501184,-0.009643250270701153,-0.013883677702501639,1.0581720266998453,0.009273244420062119,0.007706907669484358,-0.016240270607871542
8,0.013676531571414132,0.002760281595607777,1.0008783868538775,-0.0059359674097020495,0.004514841221792465,-0.005065781630321165,0.009273244420062119,1.0645515903709888,1.0052997212592505,0.0022023268849879762
9,0.011829181295523612,0.010112515048084853,1.0050275961662125,0.004600297870589907,0.005092945178605784,0.005301048930299035,0.007706907669484358,1.0052997212592505,1.072643760269154,0.00988321137044273
10,-0.009365990859034022,1.0133348491097782,0.007997934904081586,0.009621670361282033,-0.007942769743789217,0.013225071178930457,-0.016240270607871542,0.0022023268849879762,0.00988321137044273,1.0785866856681392
